360,"28 rue Victor Hugo",,"yes","59116","HOUPLINES",29,,
361,"9 rue de la Liberté",,"yes","59116","HOUPLINES",23,,
362,"29 Bis Route d'Hondschoote",,"yes","59492","HOYMILLE",28,,
363,"8 rue de la Longeville",,"yes","62650","HUCQUELIERS",4,,
364,"6 Place Basly",,"yes","62330","ISBERGUES",2,,
365,"40 rue Foch",,"yes","59141","IWUY",27,,
366,"31 rue Jean Jaurès",,"yes","59460","JEUMONT",14,,
367,"11 rue Pauline Houdoye",,"yes","59480","LA BASSEE",2,,
368,"53 rue de Lille",,"yes","59480","LA BASSEE",29,,
369,"2039 Route Nationale",,"yes","59930","LA CHAPELLE D'ARMENTIERES",2,,
370,"313  Route Nationale",,"yes","59930","LA CHAPELLE D'ARMENTIERES",2,,
371,"61 Bis Route Nationale",,"yes","59930","LA CHAPELLE D'ARMENTIERES",2,,
372,"63 Route Nationale",,"yes","59930","LA CHAPELLE D'ARMENTIERES",2,,
373,"89 rue du Colonel Bento Roma",,"yes","62136","LA COUTURE",2,,
